Date,TempC,TempF
3/15/24 10:30,20.46,68.828
3/15/24 10:40,20.8,69.44
3/15/24 10:50,21.06,69.908
3/15/24 11:00,21.19,70.142
3/15/24 11:10,21.36,70.448
3/15/24 11:20,21.75,71.15
3/15/24 11:30,22.01,71.618
3/15/24 11:40,22.01,71.618
3/15/24 11:50,22.01,71.618
3/15/24 12:00,22.35,72.23
3/15/24 12:10,22.69,72.842
3/15/24 12:20,22.61,72.698
3/15/24 12:30,22.78,73.004
3/15/24 12:40,22.86,73.148
3/15/24 12:50,22.78,73.004
3/15/24 13:00,22.65,72.77
3/15/24 13:10,22.31,72.158
3/15/24 13:20,21.88,71.384
3/15/24 13:30,21.62,70.916
3/15/24 13:40,21.4,70.52
3/15/24 13:50,21.45,70.61
3/15/24 14:00,21.75,71.15
3/15/24 14:10,22.01,71.618
3/15/24 14:20,21.96,71.528
3/15/24 14:30,22.09,71.762
3/15/24 14:40,22.09,71.762
3/15/24 14:50,21.92,71.456
3/15/24 15:00,21.75,71.15
3/15/24 15:10,21.62,70.916
3/15/24 15:20,21.36,70.448
3/15/24 15:30,21.15,70.07
3/15/24 15:40,21.58,70.844
3/15/24 15:50,21.92,71.456
3/15/24 16:00,22.22,71.996
3/15/24 16:10,21.79,71.222
3/15/24 16:20,22.05,71.69
3/15/24 16:30,21.88,71.384
3/15/24 16:40,21.49,70.682
3/15/24 16:50,21.4,70.52
3/15/24 17:00,21.23,70.214
3/15/24 17:10,21.1,69.98
3/15/24 17:20,20.89,69.602
3/15/24 17:30,20.63,69.134
3/15/24 17:40,20.55,68.99
3/15/24 17:50,19.09,66.362
3/15/24 18:00,18.19,64.742
3/15/24 18:10,18.02,64.436
3/15/24 18:20,18.36,65.048
3/15/24 18:30,18.83,65.894
3/15/24 18:40,19.47,67.046
3/15/24 18:50,21.1,69.98
3/15/24 19:00,19.77,67.586
3/15/24 19:10,19.26,66.668
3/15/24 19:20,18.44,65.192
3/15/24 19:30,17.97,64.346
3/15/24 19:40,17.76,63.968
3/15/24 19:50,17.41,63.338
3/15/24 20:00,17.33,63.194
3/15/24 20:10,17.5,63.5
3/15/24 20:20,17.07,62.726
3/15/24 20:30,16.26,61.268
3/15/24 20:40,15.87,60.566
3/15/24 20:50,15.7,60.26
3/15/24 21:00,15.7,60.26
3/15/24 21:10,15.66,60.188
3/15/24 21:20,15.53,59.954
3/15/24 21:30,15.27,59.486
3/15/24 21:40,15.23,59.414
3/15/24 21:50,15.23,59.414
3/15/24 22:00,15.06,59.108
3/15/24 22:10,14.58,58.244
3/15/24 22:20,14.45,58.01
3/15/24 22:30,14.28,57.704
3/15/24 22:40,13.85,56.93
3/15/24 22:50,13.43,56.174
3/15/24 23:00,13.08,55.544
3/15/24 23:10,12.82,55.076
3/15/24 23:20,12.65,54.77
3/15/24 23:30,12.31,54.158
3/15/24 23:40,12.18,53.924
3/15/24 23:50,11.79,53.222
3/16/24 0:00,11.62,52.916
3/16/24 0:10,11.32,52.376
3/16/24 0:20,11.11,51.998
3/16/24 0:30,11.24,52.232
3/16/24 0:40,11.11,51.998
3/16/24 0:50,11.02,51.836
3/16/24 1:00,10.85,51.53
3/16/24 1:10,10.59,51.062
3/16/24 1:20,10.55,50.99
3/16/24 1:30,10.42,50.756
3/16/24 1:40,10.21,50.378
3/16/24 1:50,10.16,50.288
3/16/24 2:00,9.91,49.838
3/16/24 2:10,9.61,49.298
3/16/24 2:20,9.39,48.902
3/16/24 2:30,8.96,48.128
3/16/24 2:40,8.83,47.894
3/16/24 2:50,8.71,47.678
3/16/24 3:00,8.58,47.444
3/16/24 3:10,8.62,47.516
3/16/24 3:20,8.45,47.21
3/16/24 3:30,8.23,46.814
3/16/24 3:40,8.06,46.508
3/16/24 3:50,7.85,46.13
3/16/24 4:00,7.72,45.896
3/16/24 4:10,7.63,45.734
3/16/24 4:20,7.5,45.5
3/16/24 4:30,7.33,45.194
3/16/24 4:40,7.12,44.816
3/16/24 4:50,7.12,44.816
3/16/24 5:00,6.95,44.51
3/16/24 5:10,6.86,44.348
3/16/24 5:20,6.78,44.204
3/16/24 5:30,6.69,44.042
3/16/24 5:40,6.43,43.574
3/16/24 5:50,6.26,43.268
3/16/24 6:00,5.96,42.728
3/16/24 6:10,5.75,42.35
3/16/24 6:20,5.53,41.954
3/16/24 6:30,5.45,41.81
3/16/24 6:40,5.4,41.72
3/16/24 6:50,5.27,41.486
3/16/24 7:00,5.06,41.108
3/16/24 7:10,4.97,40.946
3/16/24 7:20,5.02,41.036
3/16/24 7:30,4.89,40.802
3/16/24 7:40,4.8,40.64
3/16/24 7:50,5.02,41.036
3/16/24 8:00,5.1,41.18
3/16/24 8:10,5.49,41.882
3/16/24 8:20,5.7,42.26
3/16/24 8:30,5.92,42.656
3/16/24 8:40,6.17,43.106
3/16/24 8:50,6.52,43.736
3/16/24 9:00,6.82,44.276
3/16/24 9:10,7.12,44.816
3/16/24 9:20,7.55,45.59
3/16/24 9:30,8.19,46.742
3/16/24 9:40,8.28,46.904
3/16/24 9:50,8.58,47.444
3/16/24 10:00,8.92,48.056
3/16/24 10:10,9.26,48.668
3/16/24 10:20,9.48,49.064
3/16/24 10:30,9.78,49.604
3/16/24 10:40,10.04,50.072
3/16/24 10:50,10.16,50.288
3/16/24 11:00,10.42,50.756
3/16/24 11:10,10.51,50.918
3/16/24 11:20,10.94,51.692
3/16/24 11:30,11.28,52.304
3/16/24 11:40,11.37,52.466
3/16/24 11:50,11.37,52.466
3/16/24 12:00,11.71,53.078
3/16/24 12:10,12.14,53.852
3/16/24 12:20,12.18,53.924
3/16/24 12:30,12.74,54.932
3/16/24 12:40,12.95,55.31
3/16/24 12:50,13.38,56.084
3/16/24 13:00,13.94,57.092
3/16/24 13:10,13.94,57.092
3/16/24 13:20,14.5,58.1
3/16/24 13:30,14.8,58.64
3/16/24 13:40,15.23,59.414
3/16/24 13:50,15.7,60.26
3/16/24 14:00,16.77,62.186
3/16/24 14:10,19.95,67.91
3/16/24 14:20,25.48,77.864
3/16/24 14:30,27.93,82.274
3/16/24 14:40,29.17,84.506
3/16/24 14:50,30.16,86.288
3/16/24 15:00,31.57,88.826
3/16/24 15:10,30.93,87.674
3/16/24 15:20,32.3,90.14
3/16/24 15:30,31.66,88.988
3/16/24 15:40,32.77,90.986
3/16/24 15:50,30.89,87.602
3/16/24 16:00,31.36,88.448
3/16/24 16:10,32.43,90.374
3/16/24 16:20,32.3,90.14
3/16/24 16:30,31.79,89.222
3/16/24 16:40,30.24,86.432
3/16/24 16:50,29.64,85.352
3/16/24 17:00,29.98,85.964
3/16/24 17:10,29.64,85.352
3/16/24 17:20,29.21,84.578
3/16/24 17:30,28.7,83.66
3/16/24 17:40,27.41,81.338
3/16/24 17:50,26.77,80.186
3/16/24 18:00,27.63,81.734
3/16/24 18:10,27.67,81.806
3/16/24 18:20,26.81,80.258
3/16/24 18:30,26.3,79.34
3/16/24 18:40,26.08,78.944
3/16/24 18:50,24.32,75.776
3/16/24 19:00,21.83,71.294
3/16/24 19:10,19.99,67.982
3/16/24 19:20,19.35,66.83
3/16/24 19:30,18.87,65.966
3/16/24 19:40,18.27,64.886
3/16/24 19:50,17.97,64.346
3/16/24 20:00,17.8,64.04
3/16/24 20:10,17.5,63.5
3/16/24 20:20,17.46,63.428
3/16/24 20:30,17.37,63.266
3/16/24 20:40,17.2,62.96
3/16/24 20:50,17.03,62.654
3/16/24 21:00,16.9,62.42
3/16/24 21:10,16.81,62.258
3/16/24 21:20,16.73,62.114
3/16/24 21:30,16.77,62.186
3/16/24 21:40,16.69,62.042
3/16/24 21:50,16.69,62.042
3/16/24 22:00,16.69,62.042
3/16/24 22:10,16.73,62.114
3/16/24 22:20,16.64,61.952
3/16/24 22:30,16.6,61.88
3/16/24 22:40,16.43,61.574
3/16/24 22:50,16.3,61.34
3/16/24 23:00,16.3,61.34
3/16/24 23:10,16.3,61.34
3/16/24 23:20,16.17,61.106
3/16/24 23:30,16.08,60.944
3/16/24 23:40,15.7,60.26
3/16/24 23:50,15.27,59.486
3/17/24 0:00,14.93,58.874
3/17/24 0:10,14.93,58.874
3/17/24 0:20,14.88,58.784
3/17/24 0:30,14.41,57.938
3/17/24 0:40,13.94,57.092
3/17/24 0:50,13.77,56.786
3/17/24 1:00,13.6,56.48
3/17/24 1:10,13.6,56.48
3/17/24 1:20,13.77,56.786
3/17/24 1:30,13.68,56.624
3/17/24 1:40,13.51,56.318
3/17/24 1:50,13.47,56.246
3/17/24 2:00,13.77,56.786
3/17/24 2:10,13.43,56.174
3/17/24 2:20,12.87,55.166
3/17/24 2:30,12.82,55.076
3/17/24 2:40,12.05,53.69
3/17/24 2:50,11.97,53.546
3/17/24 3:00,12.31,54.158
3/17/24 3:10,12.18,53.924
3/17/24 3:20,11.97,53.546
3/17/24 3:30,12.01,53.618
3/17/24 3:40,12.1,53.78
3/17/24 3:50,12.65,54.77
3/17/24 4:00,12.65,54.77
3/17/24 4:10,12.48,54.464
3/17/24 4:20,12.57,54.626
3/17/24 4:30,12.48,54.464
3/17/24 4:40,12.57,54.626
3/17/24 4:50,12.48,54.464
3/17/24 5:00,12.31,54.158
3/17/24 5:10,12.27,54.086
3/17/24 5:20,12.1,53.78
3/17/24 5:30,12.18,53.924
3/17/24 5:40,12.18,53.924
3/17/24 5:50,12.01,53.618
3/17/24 6:00,12.01,53.618
3/17/24 6:10,12.14,53.852
3/17/24 6:20,12.14,53.852
3/17/24 6:30,12.1,53.78
3/17/24 6:40,12.14,53.852
3/17/24 6:50,11.92,53.456
3/17/24 7:00,12.05,53.69
3/17/24 7:10,12.22,53.996
3/17/24 7:20,12.18,53.924
3/17/24 7:30,12.05,53.69
3/17/24 7:40,12.22,53.996
3/17/24 7:50,12.4,54.32
3/17/24 8:00,12.52,54.536
3/17/24 8:10,12.74,54.932
3/17/24 8:20,12.87,55.166
3/17/24 8:30,12.91,55.238
3/17/24 8:40,13,55.4
3/17/24 8:50,13,55.4
3/17/24 9:00,12.91,55.238
3/17/24 9:10,13.3,55.94
3/17/24 9:20,13.64,56.552
3/17/24 9:30,13.94,57.092
3/17/24 9:40,14.24,57.632
3/17/24 9:50,14.54,58.172
3/17/24 10:00,15.06,59.108
3/17/24 10:10,15.36,59.648
3/17/24 10:20,15.7,60.26
3/17/24 10:30,16.04,60.872
3/17/24 10:40,16.3,61.34
3/17/24 10:50,16.34,61.412
3/17/24 11:00,16.6,61.88
3/17/24 11:10,16.3,61.34
3/17/24 11:20,16.73,62.114
3/17/24 11:30,16.3,61.34
3/17/24 11:40,15.87,60.566
3/17/24 11:50,15.78,60.404
3/17/24 12:00,16.13,61.034
3/17/24 12:10,16.21,61.178
3/17/24 12:20,16.39,61.502
3/17/24 12:30,16.3,61.34
3/17/24 12:40,16.43,61.574
3/17/24 12:50,16.73,62.114
3/17/24 13:00,16.94,62.492
3/17/24 13:10,16.77,62.186
3/17/24 13:20,17.07,62.726
3/17/24 13:30,17.03,62.654
3/17/24 13:40,17.11,62.798
3/17/24 13:50,17.46,63.428
3/17/24 14:00,18.19,64.742
3/17/24 14:10,20.72,69.296
3/17/24 14:20,24.71,76.478
3/17/24 14:30,25.57,78.026
3/17/24 14:40,26.12,79.016
3/17/24 14:50,27.15,80.87
3/17/24 15:00,26.38,79.484
3/17/24 15:10,26.72,80.096
3/17/24 15:20,26.72,80.096
3/17/24 15:30,26.6,79.88
3/17/24 15:40,26.85,80.33
3/17/24 15:50,27.02,80.636
3/17/24 16:00,27.2,80.96
3/17/24 16:10,26.9,80.42
3/17/24 16:20,26.77,80.186
3/17/24 16:30,23.25,73.85
3/17/24 16:40,24.28,75.704
3/17/24 16:50,25.44,77.792
3/17/24 17:00,27.32,81.176
3/17/24 17:10,26.12,79.016
3/17/24 17:20,23.38,74.084
3/17/24 17:30,25.18,77.324
3/17/24 17:40,25.82,78.476
3/17/24 17:50,24.92,76.856
3/17/24 18:00,25.09,77.162
3/17/24 18:10,23.85,74.93
3/17/24 18:20,22.73,72.914
3/17/24 18:30,20.16,68.288
3/17/24 18:40,19.05,66.29
3/17/24 18:50,18.23,64.814
3/17/24 19:00,17.84,64.112
3/17/24 19:10,16.86,62.348
3/17/24 19:20,16.34,61.412
3/17/24 19:30,16,60.8
3/17/24 19:40,15.78,60.404
3/17/24 19:50,15.61,60.098
3/17/24 20:00,15.18,59.324
3/17/24 20:10,14.75,58.55
3/17/24 20:20,14.28,57.704
3/17/24 20:30,14.07,57.326
3/17/24 20:40,13.77,56.786
3/17/24 20:50,13.51,56.318
3/17/24 21:00,13.25,55.85
3/17/24 21:10,13.3,55.94
3/17/24 21:20,13,55.4
3/17/24 21:30,12.87,55.166
3/17/24 21:40,12.78,55.004
3/17/24 21:50,12.61,54.698
3/17/24 22:00,12.31,54.158
3/17/24 22:10,12.1,53.78
3/17/24 22:20,11.97,53.546
3/17/24 22:30,11.92,53.456
3/17/24 22:40,11.75,53.15
3/17/24 22:50,11.45,52.61
3/17/24 23:00,11.37,52.466
3/17/24 23:10,11.07,51.926
3/17/24 23:20,10.89,51.602
3/17/24 23:30,10.72,51.296
3/17/24 23:40,10.46,50.828
3/17/24 23:50,10.21,50.378
